Price,Open,High,Low,Close
Ticker,AAPL,AAPL,AAPL,AAPL
Date,,,,
2020-01-02,71.34405442839761,72.39408555090253,71.0911838210517,72.33387756347656
2020-01-03,71.56320547713457,72.38925722098051,71.40666619485818,71.6306381225586
2020-01-06,70.75402098693286,72.23995000976231,70.50355369984423,72.201416015625
2020-01-07,72.21103349810856,72.46631471524569,71.64267376172208,71.86183166503906
2020-01-08,71.56560624404386,73.31886213203573,71.56560624404386,73.017822265625
2020-01-09,73.99318724898775,74.76144156312063,73.74272737606113,74.56877899169922
2020-01-10,74.80239504412852,75.30091887725054,74.23643856809193,74.73736572265625
2020-01-13,75.05286332420356,76.36057889021191,74.93485068528152,76.3340835571289
2020-01-14,76.27148630079421,76.48100893453174,75.18051779267843,75.30333709716797
2020-01-15,75.10345563091921,75.98249090201921,74.54953765831824,74.98062896728516
2020-01-16,75.52248959606675,76.03064882750155,75.1612416745226,75.91986083984375
2020-01-17,76.16793918327055,76.76279455778092,75.86208516829286,76.76039123535156
2020-01-21,76.3894803308505,76.83019952815127,76.10288974668396,76.24016571044922
2020-01-22,76.72423213565071,77.06380603496487,76.4183782339569,76.5123062133789
2020-01-23,76.56527863051073,76.96023911310208,76.01858552983758,76.88076782226562
2020-01-24,77.1264324079885,77.86819158420508,76.46895853504518,76.65921783447266
2020-01-27,74.67234156024762,75.08416206919466,73.42483402812097,74.40502166748047
2020-01-28,75.2840767149778,76.68089922753784,75.18533472345831,76.5099105834961
2020-01-29,78.13791500924663,78.95674202148273,77.39855929233421,78.11141967773438
2020-01-30,77.19627805111793,78.05122856412287,76.76518678742532,77.99824523925781
2020-01-31,77.29019858022654,77.71165450707113,74.24608645041388,74.53990173339844
2020-02-03,73.28517374937778,75.49842038984059,72.78424642943136,74.335205078125
2020-02-04,75.93672133535755,76.97952779146334,75.53212542449515,76.78926849365234
2020-02-05,77.91394467954083,78.21258127557842,76.81334832632962,77.4154281616211
2020-02-06,77.68515330009288,78.32335641079244,77.12883215929374,78.3209457397461
2020-02-07,77.82123854389138,78.06988383321008,76.76630651671353,77.25635528564453
2020-02-10,75.84413352382079,77.62327575683594,75.76447362748293,77.62327575683594
2020-02-11,78.11817322586252,78.19059132825674,76.93770658748598,77.15496826171875
2020-02-12,77.60399117788235,78.99206144129231,77.60399117788235,78.98723602294922
2020-02-13,78.26060628866534,78.7506551305069,78.05782821966719,78.42475891113281
2020-02-14,78.39337649475979,78.6927218682662,77.93712767417983,78.44407653808594
2020-02-18,76.12902370501065,77.18878887738555,75.94797103367979,77.00773620605469
2020-02-19,77.24911404532844,78.3523297233802,77.24911404532844,78.12299346923828
2020-02-20,77.88401513292217,78.37164756799683,76.81700838375629,77.32154083251953
2020-02-21,76.91599243144344,77.35776502195542,74.95579692410486,75.57137298583984
2020-02-24,71.75962518984169,73.43013371315247,69.82115488187272,71.9817123413086
2020-02-25,72.6503953158895,73.03180965186876,69.07279323243056,69.54352569580078
2020-02-26,69.16934783382864,71.90927916190874,69.16210602316792,70.64673614501953
2020-02-27,67.85852928583456,69.04140503149553,65.89350114490772,66.0286865234375
2020-02-28,62.10347552395671,67.20915879544067,61.88862284247871,65.99006652832031
2020-03-02,68.14338895911868,72.7686815326321,67.0425894386722,72.1337890625
2020-03-03,73.30701482551375,73.38667475068135,68.99312746023453,69.8428726196289
2020-03-04,71.56164999828624,73.24181619852034,70.76260504877715,73.08248901367188
2020-03-05,71.33956494467967,72.31242082695749,70.34740002247567,70.71192169189453
2020-03-06,68.07579124975517,70.2049720207652,67.88991319528947,69.77285766601562
2020-03-09,63.67018706247143,67.13191312620091,63.48913439783881,64.25438690185547
2020-03-10,66.90257561810807,69.14762542571471,65.0268655374001,68.882080078125
2020-03-11,66.96294054735044,67.88751298901103,65.62797171834961,66.48978424072266
2020-03-12,61.78481820985721,65.17895115078981,59.86807364961435,59.9235954284668
2020-03-13,63.94537376560975,67.57366791219874,61.06301183278901,67.1029281616211
2020-03-16,58.4075658429193,62.54280456775261,57.93682983719696,58.470333099365234
2020-03-17,59.74977632698614,62.1879493594709,57.550590391518064,61.04128646850586
2020-03-18,57.88132191691277,60.350878847985236,57.24160039100893,59.54700469970703
2020-03-19,59.720822675289355,61.036471254980725,58.56691402825116,59.09075927734375
2020-03-20,59.67011183513416,60.7926402539027,55.03999474688709,55.33933639526367
2020-03-23,55.05931255400759,55.16070158535809,51.32479999006741,54.16370391845703
2020-03-24,57.05813231967632,59.79323446043245,56.56084169108887,59.59769821166992
2020-03-25,60.53192941719469,62.34245572079971,58.974877532799404,59.26939010620117
2020-03-26,59.5107880156471,62.4462515869641,59.47216257409066,62.3883171081543
2020-03-27,61.0147434951052,61.76792134587147,59.638744081772344,59.80531311035156
2020-03-30,60.529517371062305,61.68342585318123,60.206033868463194,61.512027740478516
2020-03-31,61.70274302705608,63.3660094986333,60.8336888557072,61.38650131225586
2020-04-01,59.50596168562525,60.041877740721404,57.726819101176545,58.156517028808594
2020-04-02,58.01891951220774,59.18006982201146,57.188490836952404,59.12696075439453
2020-04-03,58.61276473473643,59.3128333420279,57.688188979235456,58.27721405029297
2020-04-06,60.56812804276326,63.515662294825994,60.20119742720632,63.361167907714844
2020-04-07,65.3720644929947,65.58933353543772,62.52350615550967,62.6273078918457
2020-04-08,63.42634690897305,64.54404618126709,63.06183266990903,64.230224609375
2020-04-09,64.86512738575412,65.19584902236409,63.89951332637289,64.6937255859375
2020-04-13,64.77098217772529,66.07215077341053,64.17229875609489,65.96351623535156
2020-04-14,67.59298426311395,69.58456326372355,67.12224446160415,69.29487609863281
2020-04-15,68.17235045630129,69.12106449233013,67.7450688913163,68.66239929199219
2020-04-16,69.37454631683273,69.57249897577765,68.16028687860133,69.20797729492188
2020-04-17,68.72516178272222,69.27073604048029,66.83496828577375,68.26890563964844
2020-04-20,67.09810395402242,67.99853426971617,66.83255863780644,66.85186767578125
2020-04-21,66.69496415132106,66.92912586019385,64.07573448825138,64.78546142578125
2020-04-22,66.05041994300701,67.08604320648949,65.7100474299754,66.65151977539062
2020-04-23,66.59599709494192,68.01545116760279,66.35459354155203,66.39321899414062
2020-04-24,66.91705617630512,68.31960998543786,66.86877252729914,68.30995178222656
2020-04-27,68.02747883849749,68.68892919972843,67.58088841807292,68.35820770263672
2020-04-28,68.81929803212363,69.0003506347447,67.15844834573424,67.25017547607422
2020-04-29,68.73481966758834,69.92735352024151,68.53204161617626,69.45903015136719
2020-04-30,69.99736587702316,71.10058178322025,69.60870972779222,70.92435455322266
2020-05-01,69.1017567929507,72.17965163700352,69.00519685948858,69.78251647949219
2020-05-04,69.80666159250394,70.89780288941466,69.11866006272429,70.76985931396484
2020-05-05,71.22853757699251,72.66247538830531,71.08369395995085,71.83204650878906
2020-05-06,72.53211641471866,73.20321806161756,72.14828561275279,72.57315826416016
2020-05-07,73.1983559121912,73.6690955962119,72.8966015934725,73.32388305664062
2020-05-08,73.98229650289032,75.1223827731926,73.65551811313698,75.06912994384766
2020-05-11,74.57775171164975,76.74415709638575,74.36957888241814,76.2503662109375
2020-05-12,76.93296121988755,77.38319101183461,75.25793117438776,75.37895965576172
2020-05-13,75.55809041384309,76.47791143801962,73.39410026175051,74.46883392333984
2020-05-14,73.7087840752181,74.98684482021679,72.98745151047878,74.92633056640625
2020-05-15,72.70181680027588,74.52934407916516,72.66792527667609,74.48335266113281
2020-05-18,75.80498930633232,76.61103581678174,75.11512542110488,76.23826599121094
2020-05-19,76.25521336264156,77.0999898949941,75.76626090152799,75.7977294921875
2020-05-20,76.65460086911052,77.34204178986873,76.61587086677298,77.2718505859375
2020-05-21,77.13387754437865,77.67366726497515,76.4585365069764,76.69575500488281
2020-05-22,76.43432078527125,77.27184315466477,76.33266100253039,77.18954467773438
2020-05-26,78.30541740950063,78.48453717513182,76.61101888750217,76.66669464111328
2020-05-27,76.52388732434491,77.14596806852482,75.78560919845494,77.000732421875
2020-05-28,76.67636766312725,78.29089056504547,76.40042661637571,77.03461456298828
2020-05-29,77.27668877080987,77.73659554294788,76.60377068012559,76.9595947265625
2020-06-01,76.91360133395523,78.02706486056282,76.78288850329889,77.90603637695312
2020-06-02,77.6397816394303,78.29091555107586,77.1992361328535,78.26670837402344
2020-06-03,78.58622664893751,78.9589964979716,78.0149682866651,78.69757080078125
2020-06-04,78.52088097581583,78.81860638544032,77.64705128445249,78.01982116699219
2020-06-05,78.26914190101967,80.30241946972693,78.24009623942295,80.24190521240234
2020-06-08,79.9393002955481,80.75019247995644,79.23007527095147,80.71630096435547
2020-06-09,80.39679831013578,83.65729831044091,80.3653297249553,83.26516723632812
2020-06-10,84.21161714524366,85.87454732273147,83.77349462695621,85.40737915039062
2020-06-11,84.55293109627195,84.97653085136815,81.20528599627451,81.30694580078125
2020-06-12,83.44185305302392,84.1873850385722,80.9002556581695,82.00887298583984
2020-06-15,80.665491974399,83.67425858934295,80.50331054070764,83.02312469482422
2020-06-16,85.07332981023045,85.49451390772815,83.44186840333514,85.22340393066406
2020-06-17,85.96654258564811,86.02705683600927,84.98379175074255,85.10482025146484
2020-06-18,85.06123476532262,85.55503301794639,84.53112944713651,85.1386947631836
2020-06-19,85.8430918789263,86.30783714893171,83.54596609025744,84.65216827392578
2020-06-22,85.04430780115948,87.0098095125726,84.99831637895207,86.86699676513672
2020-06-23,88.10874933547481,90.13718820813904,87.68998805980996,88.72115325927734
2020-06-24,88.35079901624333,89.26819705246864,86.78226710315806,87.15503692626953
2020-06-25,87.30993801209478,88.35077986114183,86.55229863575047,88.31204986572266
2020-06-26,88.20797597788908,88.42824869367755,85.4509437109353,85.59860229492188
